barangay,city,province,region,urban_or_rural,population_2020
Cansuso,Cavinti,Laguna,Region IV-A (CALABARZON),R," 1,417 "
Masikap ,Mabitac,Laguna,Region IV-A (CALABARZON),R, 454 
Pook,Majayjay,Laguna,Region IV-A (CALABARZON),R, 121 
Barangay 7 ,General Luna,Quezon,Region IV-A (CALABARZON),R, 846 
Catablingan,General Nakar,Quezon,Region IV-A (CALABARZON),R," 2,833 "
San Marcelino,General Nakar,Quezon,Region IV-A (CALABARZON),R, 836 
Matinik,Lopez,Quezon,Region IV-A (CALABARZON),R, 967 
Ibabang Cambuga,Mulanay,Quezon,Region IV-A (CALABARZON),R," 4,201 "
Rosario,Rodriguez,Rizal,Region IV-A (CALABARZON),U," 6,866 "
Pili,Boac ,Marinduque,MIMAROPA Region,R, 371 
Bagacay,Buenavista,Marinduque,MIMAROPA Region,R," 1,094 "
San Isidro,Santa Cruz,Marinduque,MIMAROPA Region,R, 458 
Cabra,Lubang,Occidental Mindoro,MIMAROPA Region,R," 1,231 "
Alag,Baco,Oriental Mindoro,MIMAROPA Region,R," 1,166 "
Buli,San Agustin,Romblon,MIMAROPA Region,R," 1,061 "
Oras,City of Tabaco,Albay,Region V (Bicol Region),R," 1,127 "
Baybay,Tiwi,Albay,Region V (Bicol Region),R," 2,400 "
Barangay II ,Daet ,Camarines Norte,Region V (Bicol Region),R," 3,040 "
Tulay Na Lupa,Labo,Camarines Norte,Region V (Bicol Region),U," 6,039 "
Fabrica,San Vicente,Camarines Norte,Region V (Bicol Region),R," 1,441 "
San Isidro,Libmanan,Camarines Sur,Region V (Bicol Region),R," 4,000 "
San Esteban ,Nabua,Camarines Sur,Region V (Bicol Region),R," 1,811 "
San Juan ,Virac ,Catanduanes,Region V (Bicol Region),U, 599 
Balocawe,Dimasalang,Masbate,Region V (Bicol Region),R," 2,587 "
Buri,Mandaon,Masbate,Region V (Bicol Region),R," 1,110 "
Fabrica,Mobo,Masbate,Region V (Bicol Region),R, 690 
Macarthur,Monreal,Masbate,Region V (Bicol Region),R," 2,928 "
Dapdap,Uson,Masbate,Region V (Bicol Region),R," 2,687 "
Alegria,Barcelona,Sorsogon,Region V (Bicol Region),R, 720 
Trece Martirez,Casiguran,Sorsogon,Region V (Bicol Region),R," 2,122 "
Jamislagan,City of Sorsogon ,Sorsogon,Region V (Bicol Region),R, 604 
Polocate,Banga,Aklan,Region VI (Western Visayas),R," 1,686 "
Medina,Madalag,Aklan,Region VI (Western Visayas),R, 906 
Imba,Caluya,Antique,Region VI (Western Visayas),R," 1,476 "
Takas ,Valderrama,Antique,Region VI (Western Visayas),R," 1,978 "
Manibad,Mambusao,Capiz,Region VI (Western Visayas),R," 1,847 "
Pangpang Norte,Mambusao,Capiz,Region VI (Western Visayas),R, 878 
Pangpang Sur,Mambusao,Capiz,Region VI (Western Visayas),R, 760 
San Francisco,Tapaz,Capiz,Region VI (Western Visayas),R," 1,172 "
Agbobolo,Ajuy,Iloilo,Region VI (Western Visayas),R, 475 
Tarug,Alimodian,Iloilo,Region VI (Western Visayas),R, 776 
Punta Batuanan,Carles,Iloilo,Region VI (Western Visayas),R," 1,155 "
Botlog,Concepcion,Iloilo,Region VI (Western Visayas),R, 458 
Gutao,Dingle,Iloilo,Region VI (Western Visayas),R, 823 
Maribong,Lambunao,Iloilo,Region VI (Western Visayas),R," 3,516 "
Cabugao Nuevo,San Enrique,Iloilo,Region VI (Western Visayas),R, 282 
Bgy. 5 Pob.,San Miguel,Iloilo,Region VI (Western Visayas),R, 806 
Zone II ,Tubungan,Iloilo,Region VI (Western Visayas),R, 424 
Cabahug,City of Cadiz,Negros Occidental,Region VI (Western Visayas),U," 6,583 "
San Isidro,Enrique B. Magalona,Negros Occidental,Region VI (Western Visayas),R," 3,288 "
Mabini,City of Escalante,Negros Occidental,Region VI (Western Visayas),U," 7,683 "
Don Salvador Benedicto,Pontevedra,Negros Occidental,Region VI (Western Visayas),U," 6,412 "
Cansuhay,Duero,Bohol,Region VII (Central Visayas),R, 789 
Buyog,Jagna,Bohol,Region VII (Central Visayas),R, 359 
Jagoliao,Getafe,Bohol,Region VII (Central Visayas),R," 1,416 "
Bagacay Katipunan,Loon,Bohol,Region VII (Central Visayas),R, 169 
Genomoan,Loon,Bohol,Region VII (Central Visayas),R, 323 
Lagtangon,Maribojoc,Bohol,Region VII (Central Visayas),R, 217 
Poblacion Occidental,Valencia,Bohol,Region VII (Central Visayas),R," 1,449 "
Minolos,Barili,Cebu,Region VII (Central Visayas),R," 3,163 "
Bunakan,Madridejos,Cebu,Region VII (Central Visayas),R," 2,139 "
Armeña,Malabuyoc,Cebu,Region VII (Central Visayas),R, 950 
Polopantao,Jimalalud,Negros Oriental,Region VII (Central Visayas),R," 1,411 "
Mangoto,Pamplona,Negros Oriental,Region VII (Central Visayas),R," 1,608 "
Manipis,City of Tanjay,Negros Oriental,Region VII (Central Visayas),R," 2,338 "
Guba,Vallehermoso,Negros Oriental,Region VII (Central Visayas),R," 1,974 "
Poblacion Ward 5,Guiuan,Eastern Samar,Region VIII (Eastern Visayas),R, 364 
Barangay 10 ,Llorente,Eastern Samar,Region VIII (Eastern Visayas),R, 319 
Hiagsam,Barugo,Leyte,Region VIII (Eastern Visayas),R, 219 
Buntay,Dagami,Leyte,Region VIII (Eastern Visayas),R," 1,118 "
Tambis,Hilongos,Leyte,Region VIII (Eastern Visayas),R," 1,060 "
Poblacion,Inopacan,Leyte,Region VIII (Eastern Visayas),R," 1,873 "
Sambulawan,Leyte,Leyte,Region VIII (Eastern Visayas),R," 1,156 "
Santol,San Miguel,Leyte,Region VIII (Eastern Visayas),R, 984 
Balingasag,Tabontabon,Leyte,Region VIII (Eastern Visayas),R, 636 
San Miguel Heights ,Laoang,Northern Samar,Region VIII (Eastern Visayas),R," 2,856 "
Sibunot,Laoang,Northern Samar,Region VIII (Eastern Visayas),R, 452 
Esperanza,City of Calbayog,Samar,Region VIII (Eastern Visayas),R, 164 
Bulao,Calbiga,Samar,Region VIII (Eastern Visayas),R, 380 
Buluan,City of Catbalogan ,Samar,Region VIII (Eastern Visayas),R, 791 
Salvacion,Santa Margarita,Samar,Region VIII (Eastern Visayas),R, 144 
Lupasang,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R, 516 
Balubohan,Rizal,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R, 480 
Salvador,Gutalac,Zamboanga del Norte,Region IX (Zamboanga Peninsula),U," 2,118 "
Dipaya,Labangan,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R," 1,137 "
Silangit,Molave,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R, 715 
Bagong Oroquieta,Guipos,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R," 1,806 "
Pulog,Buug,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R, 705 
Lower Baluran,Imelda,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R," 1,726 "
Poblacion,Imelda,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),U," 5,195 "
Concepcion,Kabasalan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R," 3,854 "
Looc-labuan,Tungawan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R," 1,528 "
Pange,Baroy,Lanao del Norte,Region X (Northern Mindanao),R, 883 
Maliwanag,Pantao Ragat,Lanao del Norte,Region X (Northern Mindanao),R," 1,811 "
Mialen,Clarin,Misamis Occidental,Region X (Northern Mindanao),U," 3,241 "
Seti,Jimenez,Misamis Occidental,Region X (Northern Mindanao),R, 494 
Kinuman Norte,City of Ozamiz,Misamis Occidental,Region X (Northern Mindanao),R," 1,577 "
Barangay VI - Lower Polao ,City of Tangub,Misamis Occidental,Region X (Northern Mindanao),R," 1,079 "
Lagtang,Alubijid,Misamis Oriental,Region X (Northern Mindanao),R," 1,578 "
Malagana,Claveria,Misamis Oriental,Region X (Northern Mindanao),R," 2,504 "
Kaluknayan,Lugait,Misamis Oriental,Region X (Northern Mindanao),R, 834 
Linangkayan,Naawan,Misamis Oriental,Region X (Northern Mindanao),R," 3,020 "
Ampenican,Salay,Misamis Oriental,Region X (Northern Mindanao),R," 1,071 "
Lapuan,Don Marcelino,Davao Occidental,Region XI (Davao Region),U," 5,061 "
West Lamidan,Don Marcelino,Davao Occidental,Region XI (Davao Region),R," 2,984 "
Amabel,Magpet,Cotabato,Region XII (SOCCSKSARGEN),R," 1,504 "
Lower Maculan,Lake Sebu,South Cotabato,Region XII (SOCCSKSARGEN),R," 1,568 "
Antong,Lutayan,Sultan Kudarat,Region XII (SOCCSKSARGEN),R," 3,858 "
Maribulan,Alabel ,Sarangani,Region XII (SOCCSKSARGEN),U," 7,299 "
Glan Padidu,Glan,Sarangani,Region XII (SOCCSKSARGEN),R," 4,674 "
Taluya,Glan,Sarangani,Region XII (SOCCSKSARGEN),U," 6,583 "
Salakit,Kiamba,Sarangani,Region XII (SOCCSKSARGEN),R," 2,156 "
Lumatil,Maasim,Sarangani,Region XII (SOCCSKSARGEN),R," 2,857 "
Sumadel 2,Tinglayan,Kalinga,Cordillera Administrative Region (CAR),R, 517 
Poblacion 2,Buenavista,Agusan del Norte,Region XIII (Caraga),U," 1,456 "
Linongganan,San Francisco,Surigao del Norte,Region XIII (Caraga),R," 1,118 "
San Antonio,Madrid,Surigao del Sur,Region XIII (Caraga),R, 904 
Tiongcop,Malabang,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,040 "
Bobo,Piagapo,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,013 "
Ditsaan,Ditsaan-Ramain,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 780 
Panggawalupa,Calanogas,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 914 
Lumbaan Mahaba,Parang,Sulu,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 2,142 "
Bagsak,Talipao,Sulu,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 2,057 "
Pawan,Mapun,Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,514 "
Tongehat,Sibutu,Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,708 "
Renti,Upi,Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,266 "
Poblacion,Shariff Aguak,Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),U," 8,011 "
San Francisco,Dingras,Ilocos Norte,Region I (Ilocos Region),R," 2,304 "
Barcelona,Solsona,Ilocos Norte,Region I (Ilocos Region),R," 1,405 "
Turod-Patac,Cabugao,Ilocos Sur,Region I (Ilocos Region),R, 950 
Paratong,Santa Cruz,Ilocos Sur,Region I (Ilocos Region),R, 658 
Bao-as,Santa Lucia,Ilocos Sur,Region I (Ilocos Region),R, 776 
Pussuac,Santo Domingo,Ilocos Sur,Region I (Ilocos Region),R," 1,159 "
Poblacion West,Pugo,La Union,Region I (Ilocos Region),R," 1,046 "
Carunuan West,Rosario,La Union,Region I (Ilocos Region),R," 1,715 "
Lettac Sur,Santol,La Union,Region I (Ilocos Region),R," 1,344 "
Panacol,Aguilar,Pangasinan,Region I (Ilocos Region),R," 1,684 "
Diaz,Bautista,Pangasinan,Region I (Ilocos Region),R," 4,907 "
Biec,Binmaley,Pangasinan,Region I (Ilocos Region),R," 3,333 "
Catungi,Bolinao,Pangasinan,Region I (Ilocos Region),R," 2,068 "
Pangapisan Sur,Lingayen ,Pangasinan,Region I (Ilocos Region),R," 1,791 "
Itbud,Uyugan,Batanes,Region II (Cagayan Valley),R, 530 
Capanickian Sur,Allacapan,Cagayan,Region II (Cagayan Valley),R," 1,760 "
Pacac,Allacapan,Cagayan,Region II (Cagayan Valley),R, 926 
Taytay,Baggao,Cagayan,Region II (Cagayan Valley),R," 1,449 "
Naddungan,Gattaran,Cagayan,Region II (Cagayan Valley),R," 1,641 "
Poblacion I,Piat,Cagayan,Region II (Cagayan Valley),R," 1,181 "
District I ,City of Cauayan,Isabela,Region II (Cagayan Valley),U," 11,355 "
Faustino,City of Cauayan,Isabela,Region II (Cagayan Valley),R," 1,550 "
Palagao,Jones,Isabela,Region II (Cagayan Valley),R, 499 
Villa Robles,Palanan,Isabela,Region II (Cagayan Valley),R, 884 
Raniag,Ramon,Isabela,Region II (Cagayan Valley),U," 5,613 "
Casala,San Mariano,Isabela,Region II (Cagayan Valley),R," 1,593 "
San Andres,San Mateo,Isabela,Region II (Cagayan Valley),R, 937 
Mabuslo,Bambang,Nueva Vizcaya,Region II (Cagayan Valley),R," 2,807 "
Gomez,Cabarroguis ,Quirino,Region II (Cagayan Valley),R, 619 
Pag-asa,Bagac,Bataan,Region III (Central Luzon),R," 3,729 "
Igulot,Bocaue,Bulacan,Region III (Central Luzon),R," 1,871 "
Prenza II,Marilao,Bulacan,Region III (Central Luzon),U," 13,784 "
Bunsuran III,Pandi,Bulacan,Region III (Central Luzon),U," 2,451 "
Masuso,Pandi,Bulacan,Region III (Central Luzon),U," 8,312 "
Santo Rosario,Paombong,Bulacan,Region III (Central Luzon),U," 7,982 "
Mandile,San Miguel,Bulacan,Region III (Central Luzon),R," 2,147 "
Dalampang,City of Cabanatuan,Nueva Ecija,Region III (Central Luzon),R," 2,202 "
Maliolio,Santa Rosa,Nueva Ecija,Region III (Central Luzon),R," 1,605 "
Calantas,Floridablanca,Pampanga,Region III (Central Luzon),U," 6,828 "
San Pedro Palcarangan,Lubao,Pampanga,Region III (Central Luzon),R," 4,002 "
Salu,Porac,Pampanga,Region III (Central Luzon),U," 1,021 "
Manupeg,Camiling,Tarlac,Region III (Central Luzon),R, 378 
Rizal,La Paz,Tarlac,Region III (Central Luzon),R," 1,671 "
Rang-ayan,Paniqui,Tarlac,Region III (Central Luzon),R," 2,399 "
Barangay 10 ,Batangas City ,Batangas,Region IV-A (CALABARZON),U, 263 
Lucsuhin,Ibaan,Batangas,Region IV-A (CALABARZON),R," 1,724 "
Santa Ana,Mabini,Batangas,Region IV-A (CALABARZON),R, 797 
District IV ,Mataasnakahoy,Batangas,Region IV-A (CALABARZON),R," 1,739 "
Tipaz,San Juan,Batangas,Region IV-A (CALABARZON),U," 2,896 "
Luya,San Luis,Batangas,Region IV-A (CALABARZON),R," 1,911 "
Pantay Matanda,City of Tanauan,Batangas,Region IV-A (CALABARZON),U," 5,557 "
Bukal,Taysan,Batangas,Region IV-A (CALABARZON),R," 1,652 "
Talon,Amadeo,Cavite,Region IV-A (CALABARZON),R," 3,796 "
Molino II,City of Bacoor,Cavite,Region IV-A (CALABARZON),U," 42,395 "
Barangay 22,City of Cavite,Cavite,Region IV-A (CALABARZON),R," 1,891 "
Datu Esmael,City of Dasmariñas,Cavite,Region IV-A (CALABARZON),U," 7,969 "
Salcedo I,Noveleta,Cavite,Region IV-A (CALABARZON),R," 1,899 "
Ibabang Taykin,Liliw,Laguna,Region IV-A (CALABARZON),R," 1,009 "
Mayondon,Los Baños,Laguna,Region IV-A (CALABARZON),U," 17,817 "
Biñan,Pagsanjan,Laguna,Region IV-A (CALABARZON),U," 6,434 "
Barangay 1 ,Alabat,Quezon,Region IV-A (CALABARZON),R," 1,099 "
Lungib,Calauag,Quezon,Region IV-A (CALABARZON),R, 438 
San Francisco B,Lopez,Quezon,Region IV-A (CALABARZON),R," 3,093 "
Daungan ,Mauban,Quezon,Region IV-A (CALABARZON),U," 4,713 "
Sampaga,San Antonio,Quezon,Region IV-A (CALABARZON),R," 1,629 "
Batingan,Binangonan,Rizal,Region IV-A (CALABARZON),U," 16,280 "
Daypay,Boac ,Marinduque,MIMAROPA Region,R, 354 
Malusak ,Boac ,Marinduque,MIMAROPA Region,R, 292 
Ipil,San Jose,Occidental Mindoro,MIMAROPA Region,R, 829 
Aninuan,Puerto Galera,Oriental Mindoro,MIMAROPA Region,U," 3,199 "
Libtong,Roxas,Oriental Mindoro,MIMAROPA Region,R," 2,400 "
Lajala,Coron,Palawan,MIMAROPA Region,R," 1,857 "
Calasag,Dumaran,Palawan,MIMAROPA Region,R, 307 
Bgy. 8 - Bagumbayan ,City of Legazpi ,Albay,Region V (Bicol Region),U," 2,772 "
San Antonio,Oas,Albay,Region V (Bicol Region),R," 1,010 "
Oyama,Tiwi,Albay,Region V (Bicol Region),R," 1,193 "
San Jose,Jose Panganiban,Camarines Norte,Region V (Bicol Region),R, 875 
Hinipaan,Mercedes,Camarines Norte,Region V (Bicol Region),R," 2,325 "
Macaangay,Buhi,Camarines Sur,Region V (Bicol Region),R, 876 
Cagsao,Calabanga,Camarines Sur,Region V (Bicol Region),R," 1,893 "
San Francisco ,Nabua,Camarines Sur,Region V (Bicol Region),U, 746 
Binahian,Sipocot,Camarines Sur,Region V (Bicol Region),R," 1,911 "
Manlubang,Sipocot,Camarines Sur,Region V (Bicol Region),R, 428 
Lupi,Tinambac,Camarines Sur,Region V (Bicol Region),R," 2,245 "
Danao,Balud,Masbate,Region V (Bicol Region),R," 1,326 "
Royroy,Batuan,Masbate,Region V (Bicol Region),R," 1,080 "
San Ramon,Claveria,Masbate,Region V (Bicol Region),R," 2,271 "
Sinalongan,City of Masbate ,Masbate,Region V (Bicol Region),R," 1,312 "
District I ,San Jacinto,Masbate,Region V (Bicol Region),R," 1,108 "
Santa Cruz,San Pascual,Masbate,Region V (Bicol Region),R," 1,945 "
Poropandan,Matnog,Sorsogon,Region V (Bicol Region),R, 910 
Linabuan Sur,Banga,Aklan,Region VI (Western Visayas),R," 3,976 "
Bonza,Libacao,Aklan,Region VI (Western Visayas),R, 418 
Langcaon,Barbaza,Antique,Region VI (Western Visayas),R, 167 
Codingle,Dumarao,Capiz,Region VI (Western Visayas),R," 1,725 "
Agmalobo,Ivisan,Capiz,Region VI (Western Visayas),R," 1,023 "
Coline-Dalag,Alimodian,Iloilo,Region VI (Western Visayas),R, 435 
Cabalic,Balasan,Iloilo,Region VI (Western Visayas),R," 1,590 "
Pani-an,Balasan,Iloilo,Region VI (Western Visayas),R," 2,015 "
Zaragosa,Balasan,Iloilo,Region VI (Western Visayas),R," 1,536 "
Jalaud,Barotac Nuevo,Iloilo,Region VI (Western Visayas),R," 2,850 "
Garangan,Calinog,Iloilo,Region VI (Western Visayas),R, 848 
Cabilao Grande,Carles,Iloilo,Region VI (Western Visayas),R," 1,571 "
Ubos Ilaya ,Miagao,Iloilo,Region VI (Western Visayas),R, 918 
Talibong Grande,Mina,Iloilo,Region VI (Western Visayas),R, 659 
Igbangcal,San Joaquin,Iloilo,Region VI (Western Visayas),R, 315 
Bayuco,Tigbauan,Iloilo,Region VI (Western Visayas),R, 620 
Santo Rosario ,Binalbagan,Negros Occidental,Region VI (Western Visayas),U," 3,613 "
San Benito,Calatrava,Negros Occidental,Region VI (Western Visayas),R," 1,174 "
Consing,Enrique B. Magalona,Negros Occidental,Region VI (Western Visayas),R," 4,969 "
Nueva Vida Sur,Carmen,Bohol,Region VII (Central Visayas),R, 925 
Tubod,Clarin,Bohol,Region VII (Central Visayas),R, 522 
Dao,Dauis,Bohol,Region VII (Central Visayas),U," 2,386 "
Tawid Bitaog,Dimiao,Bohol,Region VII (Central Visayas),R, 349 
Tejero,Jagna,Bohol,Region VII (Central Visayas),R," 1,435 "
Macalingan,Lila,Bohol,Region VII (Central Visayas),R, 590 
Rizal,Pilar,Bohol,Region VII (Central Visayas),R," 1,376 "
Governor Boyles,Ubay,Bohol,Region VII (Central Visayas),R, 904 
Candiis,Badian,Cebu,Region VII (Central Visayas),R," 1,235 "
Lupo,Barili,Cebu,Region VII (Central Visayas),R, 662 
Cogon-Cruz,Danao City,Cebu,Region VII (Central Visayas),U," 5,116 "
Sambagon,Pinamungajan,Cebu,Region VII (Central Visayas),R," 1,376 "
Calatagan,Samboan,Cebu,Region VII (Central Visayas),R," 1,284 "
Ilaya,San Fernando,Cebu,Region VII (Central Visayas),R," 2,558 "
Amatugan,Tuburan,Cebu,Region VII (Central Visayas),R, 932 
Linothangan,City of Canlaon,Negros Oriental,Region VII (Central Visayas),R," 4,080 "
Taclobo,City of Dumaguete ,Negros Oriental,Region VII (Central Visayas),U," 9,458 "
Kalaw,Oras,Eastern Samar,Region VIII (Eastern Visayas),R, 526 
Rivilla,Bato,Leyte,Region VIII (Eastern Visayas),R, 334 
Biasong,City of Baybay,Leyte,Region VIII (Eastern Visayas),R, 592 
Dulao,Calubian,Leyte,Region VIII (Eastern Visayas),R, 381 
Masarayao,Kananga,Leyte,Region VIII (Eastern Visayas),R," 3,257 "
Naghalin,Kananga,Leyte,Region VIII (Eastern Visayas),R," 3,182 "
Tapol,Leyte,Leyte,Region VIII (Eastern Visayas),R, 716 
Hilusig,Mahaplag,Leyte,Region VIII (Eastern Visayas),R," 1,430 "
Margen,Ormoc City,Leyte,Region VIII (Eastern Visayas),U," 7,158 "
Malaguinabot,San Miguel,Leyte,Region VIII (Eastern Visayas),R, 818 
Cabunga-an,Villaba,Leyte,Region VIII (Eastern Visayas),R," 2,477 "
Manering,Catubig,Northern Samar,Region VIII (Eastern Visayas),R, 325 
Anito,Gamay,Northern Samar,Region VIII (Eastern Visayas),R," 2,081 "
Paysud,Palapag,Northern Samar,Region VIII (Eastern Visayas),R, 795 
Dinabongan,City of Calbayog,Samar,Region VIII (Eastern Visayas),R, 296 
Longsob,City of Calbayog,Samar,Region VIII (Eastern Visayas),R, 677 
Tarabucan,City of Calbayog,Samar,Region VIII (Eastern Visayas),R," 2,035 "
Cabugao,Daram,Samar,Region VIII (Eastern Visayas),R, 480 
Carolina,Matuguinao,Samar,Region VIII (Eastern Visayas),R, 151 
Tatabunan,Talalora,Samar,Region VIII (Eastern Visayas),R," 1,109 "
Bahay,Liloan,Southern Leyte,Region VIII (Eastern Visayas),R, 486 
Zone II ,Sogod,Southern Leyte,Region VIII (Eastern Visayas),U, 846 
Busali,Biliran,Biliran,Region VIII (Eastern Visayas),R," 1,505 "
Villa Caneja,Naval ,Biliran,Region VIII (Eastern Visayas),R," 1,016 "
Banonong ,City of Dapitan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R," 4,164 "
Punta Blanca,Manukan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R," 2,212 "
Datagan,Sindangan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R, 970 
Candiz,Siocon,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R," 3,539 "
San Roque,Gutalac,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R, 695 
Legarda 3,Dinas,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R," 1,090 "
Marabanan,Mahayag,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R, 656 
Pedagan,Mahayag,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R, 428 
Sudlon,Molave,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R," 3,241 "
Magting,Guipos,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R, 319 
Kalawitan,Claveria,Misamis Oriental,Region X (Northern Mindanao),R, 489 
Maribucao,City of Gingoog,Misamis Oriental,Region X (Northern Mindanao),R, 548 
Andales,Initao,Misamis Oriental,Region X (Northern Mindanao),R, 997 
Cabubuhan,Magsaysay,Misamis Oriental,Region X (Northern Mindanao),R," 1,825 "
Villa Felipa,Magsaysay,Misamis Oriental,Region X (Northern Mindanao),R," 1,418 "
Santa Cruz,Sugbongcogon,Misamis Oriental,Region X (Northern Mindanao),R, 343 
Inawayan,Santa Cruz,Davao del Sur,Region XI (Davao Region),U," 8,598 "
Don Mariano Marcos,Lupon,Davao Oriental,Region XI (Davao Region),R," 3,632 "
Crossing Rubber,Tupi,South Cotabato,Region XII (SOCCSKSARGEN),U," 3,966 "
Paitan,Esperanza,Sultan Kudarat,Region XII (SOCCSKSARGEN),R," 3,963 "
Santa Maria,Kalamansig,Sultan Kudarat,Region XII (SOCCSKSARGEN),R," 2,654 "
Labon,Bucay,Abra,Cordillera Administrative Region (CAR),R, 748 
Poblacion,La Trinidad ,Benguet,Cordillera Administrative Region (CAR),U," 12,685 "
Pindongan,Kiangan,Ifugao,Cordillera Administrative Region (CAR),R," 1,206 "
Pinococ,Pinukpuk,Kalinga,Cordillera Administrative Region (CAR),R, 848 
Lunas,Barlig,Mountain Province,Cordillera Administrative Region (CAR),R, 374 
Madongo,Sagada,Mountain Province,Cordillera Administrative Region (CAR),R, 525 
Cabantao,Rosario,Agusan del Sur,Region XIII (Caraga),R," 1,892 "
Batucan,Talacogon,Agusan del Sur,Region XIII (Caraga),R," 2,160 "
Magpayang,Mainit,Surigao del Norte,Region XIII (Caraga),R," 1,764 "
Santa Cruz,Carmen,Surigao del Sur,Region XIII (Caraga),R," 1,097 "
Calatngan,San Miguel,Surigao del Sur,Region XIII (Caraga),R," 1,211 "
Tantua Raya,Balindong,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,018 "
Pantar,Lumbatan,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,324 "
Liangan,Madalum,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 744 
Buadi-Bayawa,Mulondo,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 863 
